DisNo,ImpactID,Historic,Classification_Key,OFDA_BHA_Response,Appeal,Declaration,Origin,Associated_Types,Magnitude,Magnitude_Scale,Start_Date,End_Date,duration,Location
2012-0486-USA,c0a97b8837a6f2d8dffa1792af44731a,No,nat-met-sto-bli,No,No,No,,,100.0,Kph,2012-12-19,2012-12-21,2,"Wisconsin, Iowa, Nebraska, Kansas provinces"
2012-0493-CAN,e947d02bb689a289228a0c7cb752cccd,No,nat-met-sto-bli,No,No,No,,,,Kph,2012-12-24,2012-12-27,3,"Quebec, Ontario, Nova Scotia provinces"
2012-0493-USA,d2bfdf79df1907c2662f1d7e9c193809,No,nat-met-sto-bli,No,No,No,,,,Kph,2012-12-25,2012-12-27,2,"Texas, Louisiana, Alabama, Mississippi, Arkansas, Indiana, Pennsylvania, Virginia, New York, New Jersey provinces"
2012-0503-USA,0e19bcd448397a58fb3e9b5f052c138d,No,nat-met-sto-sev,No,No,No,,,146.0,Kph,2012-06-28,2012-07-02,4,"Ohio, Virginia, Maryland, West Virginia, District of Columbia, Illinois, Indiana, Kentucky, New Jersey, North Carolina, South Carolina provinces"
2012-0542-USA,50061edefafa01c43e9cc984fa88c632,No,nat-cli-wil-wil,No,No,No,,,,Km2,2012-08-03,2012-08-08,5,"Cleveland, Creek, Oklahoma, Payne districts (Oklahoma province)"
2012-0601-USA,778231b184dbf375d29c35b7077bf240,No,nat-met-sto-sev,No,No,No,,,,Kph,2012-04-28,2012-04-29,1,"Missouri, Illinois, Kentucky, Texas, Indiana provinces"
2012-0611-USA,7d76c2f3069c5d19998a80e3b8eb1349,No,nat-met-sto-bli,No,No,No,,,,Kph,2012-01-18,2012-01-23,5,"Oregon, Washington provinces"
2012-0612-USA,fb5058ba5ad5ae9daeb46bec299da1ca,No,nat-met-sto-lig,No,No,No,,,,Kph,2012-05-25,2012-05-30,5,"Oklahoma, Kansas, Minnesota, Texas, Pennsylvania, New York provinces"
2012-0613-USA,ac3e5420ae2a49048cdcb0ac958ba094,No,nat-met-sto-lig,No,No,No,,,,Kph,2012-06-06,2012-06-07,1,"Colorado, Wyoming provinces"
2012-0614-USA,517f909af4ac3ed4ddb3c269fb0da3e5,No,nat-met-sto-lig,No,No,No,,,,Kph,2012-06-11,2012-06-13,2,"Texas, New Mexico provinces"
2012-0615-USA,5fc9bf275de795492a33544dc7e37a4f,No,nat-met-sto-lig,No,No,No,,,,Kph,2012-07-02,2012-07-04,2,"Ohio, Minnesota, Pennsylvania, Michigan, Wisconsin provinces"
2012-0616-USA,88f7a0c9393d5c7ac962ceab3d7fbedc,No,nat-met-sto-lig,No,No,No,,,95.0,Kph,2012-09-07,2012-09-09,2,"Missouri, Pennsylvania, Virginia, Arkansas, Oklahoma, Maryland, New York provinces"
2012-0626-CAN,bc9d44d667275a5db13888a3cd195d4f,No,nat-met-sto-sev,No,No,No,,,,Kph,2012-08-12,2012-08-12,0,"Calgary town (Division No. 6 district, Alberta province)"
2013-0013-USA,b3b90f12f647ce60bd3f896f31115244,No,nat-met-sto-tor,No,No,No,,,,Kph,2013-01-29,2013-01-30,1,"Alabama, Arkansas, Delaware, Florida, Georgia, Kentucky, Louisiana, Maryland, Mississippi, North Carolina, South Carolina, Tennessee, Virginia, West Virginia, Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, South Dakota, Wisconsin, Colorado, Kansas, Montana, New Mexico, Oklahoma, Texas, Wyoming provinces"
2013-0054-USA,3cb21d8740f743b11f5c75ea268703ac,No,nat-met-sto-bli,No,No,Yes,,Flood,,Kph,2013-02-08,2013-02-09,1,"Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut, New York, New Jersey, Pennsylvania provinces"
2013-0055-USA,6fb5b0320b2429dfe75611f3046ef031,No,nat-met-sto-bli,No,No,No,,,,Kph,2013-02-09,2013-02-11,2,"South Dakota, North Dakota, Nebraska, Minnesota, Alabama, Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, South Dakota, Wisconsin, Alabama, Arkansas, Delaware, Florida, Georgia, Kentucky, Louisiana, Maryland, Mississippi, North Carolina, South Carolina, Tennessee, Virginia, West Virginia provinces"
2013-0117-USA,efc51e7badfe2eb492e6d1d6fb23b861,No,nat-met-sto-sev,No,No,No,,,,Kph,2013-04-07,2013-04-11,4,"California, Colorado, Kansas, Montana, Nebraska, New Mexico, North Dakota, Oklahoma, South Dakota, Texas, Wyoming, Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, South Dakota, Wisconsin, Alabama, Arkansas, Delaware, Florida, Georgia, Kentucky, Louisiana, Maryland, Mississippi, North Carolina, South Carolina, Tennessee, Virginia, West Virginia provinces"
2013-0118-USA,e77b7f0d08ad0e3c0abbda9bbe50a4ee,No,nat-met-sto-sev,No,No,No,,Flood,,Kph,2013-04-17,2013-04-19,2,"Colorado, Kansas, Montana, Nebraska, New Mexico, North Dakota, Oklahoma, South Dakota, Texas, Wyoming, Illinois, Indiana, Iowa, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, South Dakota, Wisconsin provinces"
2013-0142-USA,b79442bdfe58a2bc87fe867eddac49a5,No,nat-met-sto-tor,No,No,Yes,,Hail,,Kph,2013-05-18,2013-05-22,4,"Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut, Colorado, Kansas, Montana, Nebraska, New Mexico, North Dakota, Oklahoma, South Dakota, Texas, Wyoming, Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, South Dakota, Wisconsin, Alabama, Arkansas, Delaware, Florida, Georgia, Kentucky, Louisiana, Maryland, Mississippi, North Carolina, South Carolina, Tennessee, Virginia, West Virginia, New York, New Jersey, Pennsylvania provinces"
2013-0183-USA,684be4d285eef07011fdfc13df9ba3f7,No,nat-met-sto-tor,No,No,No,,Hail,285.0,Kph,2013-05-15,2013-05-17,2,"Colorado, Kansas, Montana, Nebraska, New Mexico, North Dakota, Oklahoma, South Dakota, Texas, Wyoming, Alabama, Arkansas, Delaware, Florida, Georgia, Kentucky, Louisiana, Maryland, Mississippi, North Carolina, South Carolina, Tennessee, Virginia, West Virginia provinces"
2013-0184-USA,2ecf55a80bc5339b3a4eb66ac74edd6f,No,nat-met-sto-tor,No,No,No,,,,Kph,2013-05-26,2013-06-06,11,"Colorado, Kansas, Montana, Nebraska, New Mexico, North Dakota, Oklahoma, South Dakota, Texas, Wyoming, Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, South Dakota, Wisconsin, Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut, New York, New Jersey, Pennsylvania provinces"
2013-0190-CAN,90007a2888e7407aa88e4aac1721ca17,No,nat-hyd-flo-riv,No,No,Yes,,,307926.0,Km2,2013-06-20,2013-06-27,7,"Calgary city (Division No. 6 district, Southern Alberta province)"
2013-0209-USA,a6f05d834baff195028fadcc53bfd333,No,nat-cli-wil-for,No,No,No,"Hot temperatures, gusty winds, dry forest conditions",,,Km2,2013-05-30,2013-06-08,9,Los Angeles district (California province)
2013-0210-USA,17c2bdfa74dae559507802997fe3a8e7,No,nat-cli-wil-for,No,No,No,,,,Km2,2013-06-06,2013-06-20,14,"Black Forest area (El Paso district, Colorado province)"
2013-0211-USA,44a018c2bfd8f6fbbed29cc8ab13ae39,No,nat-met-sto-lig,No,No,No,,,,Kph,2013-06-12,2013-06-13,1,"Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, South Dakota, Wisconsin, New York, New Jersey, Pennsylvania, Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut, Alabama, Arkansas, Delaware, Florida, Georgia, Kentucky, Louisiana, Maryland, Mississippi, North Carolina, South Carolina, Tennessee, Virginia, West Virginia provinces"
2013-0212-USA,36d234c5ae2f5e04e86cba7bbd50fc19,No,nat-cli-wil-for,No,No,No,,,,Km2,2013-06-28,2013-07-12,14,"Yarnell area (Yavapai district, Arizona province)"
2013-0254-USA,97100c88389ab47537d30284df028994,No,nat-hyd-flo-riv,No,No,No,Slow moving storm system,,,Km2,2013-07-27,2013-07-28,1,"Cleveland, Lincoln, Catawba districts (North Carolina province), Pennsylvania province"
2013-0277-USA,f68b8795e4e5ea23cbfecad3d28132a4,No,nat-hyd-flo-riv,No,No,No,Torrential rains,,123143.44,Km2,2013-08-05,2013-08-12,7,"Missouri, Kansas, Tennessee, Arkansas, Oklahoma provinces"
2013-0286-USA,c7fcf25f333eaba05ee99d602fd69402,No,nat-hyd-flo-riv,No,No,No,Heavy rains,,33907.85,Km2,2013-05-25,2013-05-28,3,"San Antonio town (Bexar district, Texas province)"
2013-0291-USA,cb1a7c73e398471b6f8820f14e183fc6,No,nat-hyd-flo-riv,No,No,No,Heavy rains,,493136.77,Km2,2013-04-22,2013-04-29,7,"Iowa, Michigan, Minnesota, Wisconsin provinces"
2013-0315-USA,4c8b2190973931fb2c34c3ee531e75b5,No,nat-cli-wil-wil,No,No,Yes,,,,Km2,2013-08-03,2013-09-01,29,"Yosemite valley (Mariposa district, California province)"
2013-0334-USA,0bbb50b1a2179aa5edb1178dd6f05074,No,nat-met-sto-lig,No,No,No,,Flood|Hail,,Kph,2013-08-02,2013-08-03,1,"Colorado, Wyoming, Montana provinces"
2013-0354-USA,ce1d217199cd5ae515758a9e4c07e581,No,nat-hyd-flo-riv,No,No,Yes,,"Slide (land, mud, snow, rock)",100404.0,Km2,2013-09-12,2013-09-19,7,"Lafayette, Lyons, Longmont towns (Boulder district, Colorado province), Larimer, El Paso, Broomfield districts (Colorado province), New Mexico province"
2013-0404-USA,54a7bda90766f22f96e597190a53b2e1,No,nat-cli-wil-wil,No,No,No,,,,Km2,2013-09-09,2013-09-15,6,Shasta district (California province)
2013-0439-USA,9f63a7525fd8d2fdc7cb9aef54feafa2,No,nat-met-sto-tor,No,No,Yes,,Hail,305.0,Kph,2013-11-16,2013-11-18,2,"Illinois, Indiana, Kentucky, Ohio, Michigan, Wisconsin, Missouri provinces"
2013-0472-USA,5c90eec60636ed5f497bf0e02f84c766,No,nat-met-sto-bli,No,No,No,,Flood,,Kph,2013-11-24,2013-11-24,0,"Oklahoma, Texas, California, New Mexico, Arizona provinces"
2013-0510-USA,0edf28661736743c8a1e8a58c8afb520,No,nat-hyd-flo-riv,No,No,Yes,Torrentiak rain,,38936.0,Km2,2013-10-31,2013-11-10,10,Austin district (Texas province)
2013-0528-CAN,2cba8d11f304faa322101b11c25afe60,No,nat-met-ext-sev,No,No,No,,,,°C,2013-12-21,2013-12-22,1,"Ontario, Quebec provinces"
2013-0528-USA,a3af53993a750938a47be7c6775efc51,No,nat-met-ext-sev,No,No,No,,,,°C,2013-12-19,2013-12-22,3,"Michigan, Ohio, New York, Vermont, Maine, Kansas, Iowa, Texas, Wisconsin, Illinois, Minnesota, Arkansas, Louisiana, Mississippi, Kentucky provinces"
2013-0548-USA,ece905efa688f41a260399863732aefd,No,nat-met-sto-sev,No,No,No,,,,Kph,2013-03-18,2013-03-19,1,"Louisiana, South Carolina, Mississippi provinces"
2013-0550-USA,418834fbf4a5b767a9fab4b81927ef71,No,nat-met-sto-bli,No,No,No,,,,Kph,2013-12-01,2013-12-09,8,"Alabama, Arkansas, Connecticut, Delaware, Florida, Georgia, Kentucky, Louisiana, Maine, Maryland, Massachusetts, Mississippi, New Hampshire, New Jersey, New York, North Carolina, Oklahoma, Pennsylvania, Rhode Island, South Carolina, Tennessee, Texas, Vermont, Virginia, West Virginia provinces"
2013-0558-USA,c35ced69ed8595b12ff407796db43e09,No,nat-hyd-flo-riv,No,No,Yes,Heavy rains,,16069.91,Km2,2013-12-22,2013-12-31,9,"Nelson, Carroll districts (Kentucky province)"
2013-0579-USA,0486319196180b1adeb39d6898554251,No,nat-met-sto-bli,No,No,Yes,,Hail,,Kph,2013-02-24,2013-02-25,1,"Texas, Oklahoma, Louisiana provinces"
2013-0580-CAN,fd8c0b4a3e92c59303547ebccc594af3,No,nat-met-sto-lig,No,No,No,,Flood,,Kph,2013-07-08,2013-07-09,1,Toronto district (Ontario province)
2014-0009-CAN,6ac46e5ebdbabfcdb9e116c7e790b70c,No,nat-met-ext-col,No,No,No,,,-48.0,°C,2014-01-01,2014-01-09,8,"Ontario, Manitoba, Saskatchewan provinces"
2014-0009-USA,1ff4bec4d8e662b52b6336a4dd892c9e,No,nat-met-ext-col,No,No,Yes,,,-37.0,°C,2014-01-05,2014-01-08,3,"New York, Minnesota, Georgia, Maryland, Alaska, Alabama, Mississippi, Louisiana, North Carolina, South Carolina, Ohio, Indiana, Illinois, Pennsylvania, Michigan, New Jersey, Virginia, Kentucky, Missouri provinces"
2014-0048-USA,b49bea4d135475df6270ebeb37455580,No,nat-met-sto-bli,No,No,Yes,,Cold wave,,Kph,2014-02-02,2014-02-06,4,"Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, South Dakota, Wisconsin, Colorado, Kansas, Montana, Nebraska, New Mexico, North Dakota, Oklahoma, South Dakota, Texas, Wyoming, Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut, New York, New Jersey, Pennsylvania provinces"
2014-0052-USA,dc45cd128b2a16f576286ffe7c92c9bb,No,nat-met-sto-bli,No,No,No,,,,Kph,2014-01-01,2014-01-05,4,"Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, South Dakota, Wisconsin, Maine, Massachusetts, New Hampshire, Vermont, Rhode Island, Connecticut, New York, New Jersey, Pennsylvania, Maryland provinces"
2014-0053-USA,4f14cdfbe90b8f1c37e6086bd1e6dc9f,No,nat-met-sto-bli,No,No,Yes,,,,Kph,2014-01-26,2014-01-29,3,"Georgia, Alabama, Mississippi, Louisiana, North Carolina, South Carolina provinces"
2014-0072-USA,c21540149c8de93a02a26fe19588b313,No,nat-met-sto-bli,No,No,Yes,,Cold wave,,Kph,2014-02-11,2014-02-14,3,"District of Columbia, New York, Georgia, South Carolina, North Carolina, Pennsylvania provinces"
2014-0095-USA,27bf83a32478721a94b1c300b077183e,No,nat-hyd-mmw-lan,No,No,No,Heavy rains and small earthquake,,,,2014-03-22,2014-03-22,0,"Oso village (Snohomish district, Washington province)"
2014-0100-USA,6f33fba30cc0fb5afdc5cc8af8ef4a69,No,nat-met-sto-bli,No,No,No,,,,Kph,2014-02-28,2014-03-04,4,"California, Colorado, Kansas, Montana, Nebraska, New Mexico, North Dakota, Oklahoma, South Dakota, Texas, Wyoming, Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, South Dakota, Wisconsin, Tennessee, New York, New Jersey, Pennsylvania provinces"
2014-0126-USA,1924274af92777d57ec71f19cb83a551,No,nat-met-sto-sev,No,No,No,,Flood|Hail,,Kph,2014-04-27,2014-05-01,4,"Colorado, Kansas, Montana, Nebraska, New Mexico, North Dakota, Oklahoma, South Dakota, Texas, Wyoming, Mississippi, Alabama, Arkansas, Delaware, Florida, Georgia, Kentucky, Louisiana, Maryland, Mississippi, North Carolina, South Carolina, Tennessee, Virginia, West Virginia, Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, South Dakota, Wisconsin, Florida, Alabama, New York, New Jersey, Pennsylvania provinces"
2014-0165-USA,433d35dbd6f7401e04280d5ceed1b640,No,nat-cli-wil-for,No,No,No,"Excessive heat, drougth and winds",,,Km2,2014-05-11,2014-05-20,9,"Hutchinson district (Texas province), San Diego district (California province)"
2014-0192-USA,60a033e91b34ab6387ccc57748b99537,No,nat-met-sto-lig,No,No,No,,Hail,110.0,Kph,2014-05-18,2014-05-23,5,"Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, North Dakota, Ohio, South Dakota, Wisconsin, Kansas, Nebraska, New Mexico, North Dakota, Oklahoma, South Dakota, Texas, Wyoming, Arizona, Idaho, Montana, Nevada, New Mexico, Utah, Wyoming, New York, New Jersey, Pennsylvania, Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut provinces"
2014-0263-USA,f8b81c4a26389c29518deecc316a69f9,No,nat-met-sto-lig,No,No,No,,Flood|Hail,60.0,Kph,2014-07-26,2014-07-27,1,"Colorado, Kansas, Montana, Nebraska, New Mexico, North Dakota, Oklahoma, Texas, Wyoming, Illinois, Indiana, Iowa, Michigan, Minnesota, Missouri, Ohio, South Dakota, Wisconsin, New York, New Jersey, Pennsylvania, Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut, Tennessee provinces"
2014-0310-USA,b2ce4840f065088992f1db623e92aed0,No,nat-met-sto-tro,No,No,No,,,95.0,Kph,2014-08-08,2014-08-10,2,Hawaii province
2014-0317-USA,4c76000edf627d0561b10f93dc539662,No,nat-hyd-flo-riv,No,No,No,Excessive rainfall,,,Km2,2014-08-11,2014-08-13,2,"Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, South Dakota, Wisconsin, Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut, New York, New Jersey, Pennsylvanie, Maryland provinces"
2014-0318-USA,4138b201f852c97feaa20ebc35074e8e,No,nat-geo-ear-gro,No,No,No,,Fire,6.02,Moment Magnitude,2014-08-24,2014-08-24,0,"San Francisco Bay (San Francisco district) , Napa Valley (Napa district) ; Sonoma, Solano district (California province) ; Vallejo, Mare Island cities (Solano district, California province)"
2014-0319-CAN,0216e613baaee59db391273a4fff4a2c,No,nat-hyd-flo-fla,No,No,No,,Lightening,,Km2,2014-08-04,2014-08-04,0,"Burlington city (Halton district, Ontario province)"
2014-0444-USA,f9e89f76d74b67eefbdba5771e08d77e,No,nat-met-sto-lig,No,No,Yes,,Hail|Lightening,160.0,Kph,2014-10-12,2014-10-14,2,"Arkansas, Louisiana, Alabama, Mississippi, Kentucky, Illinois, Texas provinces"
2014-0459-USA,c94c8f3b622748555653e5b38660286b,No,nat-met-sto-bli,No,No,Yes,,,,Kph,2014-11-15,2014-11-19,4,"New York, New Hampshire, Michigan provinces"
2014-0482-USA,af2ffc432c6ccc2e37e6646a6a8ba31a,No,nat-met-sto-bli,No,No,Yes,,"Flood|Slide (land, mud, snow, rock)",230.0,Kph,2014-12-10,2014-12-17,7,"Los Angeles, San Diego districts (California province), Oregon province"
2014-0491-USA,74c41534b171fb1d7ff2f636fafaa25a,No,nat-hyd-flo-fla,No,No,No,"Heavy rains, strong storm system","Slide (land, mud, snow, rock)",,Km2,2014-12-02,2014-12-05,3,"Orange, Mariposa, Tuolumne, Los Angeles, San Francisco, Sacaramento districts (California province)"
2014-0540-USA,f8fc3d57f44f5f21688f27e60a91ff2e,No,nat-met-sto-lig,No,No,No,,Hail,128.0,Kph,2014-06-03,2014-06-06,3,"Blair area (Washington district, Nebraska province), Iowa, Kansas, Arkansas, Wyoming provinces"
2015-0025-USA,e1dc7bb757936d86470b2c86405224a4,No,nat-met-sto-bli,No,No,No,,,,Kph,2015-01-06,2015-01-11,5,"Illinois, Wisconsin, Pennsylvania provinces"
2015-0026-USA,14b6fe550d378d81746ce1a26fa8f061,No,nat-met-sto-bli,No,No,Yes,,Snow/ice,104.0,Kph,2015-01-26,2015-01-28,2,"Connecticut, Maine, Massachusetts, New Hampshire, New Jersey, New York, Rhode Island"
2015-0046-USA,98a2413628738f1aaa1359539a568b9a,No,nat-met-sto-bli,No,No,Yes,,Cold wave,,Kph,2015-02-16,2015-02-22,6,"Tennessee, Kansas, District of Columbia, Boston, Ohio, Virginia, Georgia, North Carolina, South Carolina provinces"
2015-0072-USA,83ecc35e8b392c5ec4b0b38d832ff7a1,No,nat-met-sto-bli,No,No,No,,Cold wave,,Kph,2015-01-31,2015-02-04,4,"Illinois, Michigan, Massachusetts, New York, Connecticut, Indiana provinces"
2015-0073-USA,42ee844e55520cd7a69fa4cbe73f8546,No,nat-met-sto-bli,No,No,No,,,,Kph,2015-02-16,2015-02-22,6,"Massachusetts, New York, Tennessee, Maryland, Virginia, Pennsylvania, Kentucky, North Carolina, Michigan, Rhode Island, New Hampshire, Ohio, South Carolina, Illinois, District of Columbia, Maine, Vermont provinces"
2015-0122-USA,82fb25127b0cc69b0c943597ac190596,No,nat-met-sto-bli,No,No,No,,,,Kph,2015-03-03,2015-03-05,2,"New York, Pennsylvania, Kentucky, West Virginia, Arkansas provinces"
2015-0123-USA,d8465188b55bd580d537ba772fd3ef82,No,nat-met-sto-tor,No,No,No,,Hail,110.0,Kph,2015-03-25,2015-03-26,1,"Moore area (Cleveland district, Oklahoma province), Osage, Tulsa districts (Oklahoma province), Kansas, Missouri, Arkansas provinces"
2015-0138-USA,c1cdc7cdac590cdc7b65629b79a7b04d,No,nat-met-sto-tor,No,No,No,,Flood|Hail,,Kph,2015-04-07,2015-04-10,3,"Fairdale area (DeKalb district, Illinois province), Rochelle town (Ogle district, Illinois province), Missouri, North Carolina, Indiana, Ohio, Kentucky, Texas, Iowa, Arkansas, Michigan, West Virginia, Wisconsin, Pennsylvania, Oklahoma, Kansas, Tennessee provinces"
2015-0155-USA,475a11bd3d3a0d2992559fbb37083de9,No,nat-met-sto-tor,No,No,No,,Flood|Hail,,Kph,2015-04-24,2015-04-28,4,"Texas, Louisiana, Alabama, Mississippi, Kentucky, Georgia, Florida provinces"
2015-0177-USA,6e545f75199ed7f3e1b77fcd5d9c248d,No,nat-met-sto-tor,No,No,No,,,,Kph,2015-05-06,2015-05-13,7,"Nashville town (Howard district, Arkansas province); Van town (Van Zandt district, Texas province), Delmond town (Douglas district, South Dakota province), Colorado, Oklahoma, Kansas, Iowa provinces"
2015-0180-USA,9f11493b179ca834736b913e1eb94363,No,nat-met-sto-tor,No,No,No,,Flood|Hail,,Kph,2015-05-03,2015-05-05,2,"Kansas, Nebraska, Texas, Oklahoma, Minnesota, Iowa, Wisconsin provinces"
2015-0186-USA,4efc61fbca5179613750fa8caf57994d,No,nat-hyd-flo-fla,No,No,No,Torrential rains,,,Km2,2015-05-24,2015-05-24,0,"San Marcos area (Hays district, Texas province), Claremore area (Hays district, Oklahoma province)"
2015-0211-USA,57b620e28553772285cdc485504288cf,No,nat-met-sto-lig,No,No,No,,Flood|Hail,130.0,Kph,2015-05-06,2015-05-13,7,"Texas, Oklahoma, Kansas, Nebraska, Missouri, Colorado, Minnesota, South Dakota provinces"
2015-0212-USA,2fffe87a4260ee3c850942e107dae5bf,No,nat-hyd-flo-fla,No,No,No,Heavy rain,Lightening,849464.6,Km2,2015-05-23,2015-05-30,7,"Texas, Oklahoma, Colorado, Arkansas, Kansas, Louisiana, Georgia, Ohio, South Carolina"
2015-0245-USA,b28b5316ece25d11a6ad0c1ff5f4b23b,No,nat-met-sto-lig,No,No,No,,Flood|Hail,,Kph,2015-06-03,2015-06-08,5,"Colorado, Illinois provinces"
2015-0275-CAN,0b6d47a84baddb61dc32dc9525d8029f,No,nat-cli-wil-for,No,No,No,"Hot, dry and windy conditions",,,Km2,2015-07-01,2015-07-10,9,"Saskatchewan, Alberta, British Columbia provinces"
2015-0312-USA,8dda9a46d2d17e271ae9c9388f088c78,No,nat-cli-wil-wil,No,No,Yes,"Drought conditions, gusty winds, warm temperatures, lightening",,,Km2,2015-07-22,2015-08-13,22,"Lake, Napa, Solano, Yolo, Modoc, Colusa districts (California province)"
2015-0326-USA,61e06c34f55aae4d3475f5c5f2985e21,No,nat-met-sto-sev,No,No,No,,Flood|Lightening,,Kph,2015-07-12,2015-07-14,2,"Illinois, Indiana, Wisconsin, Minnesota, Ohio, Iowa, Kentucky, Tennessee, Missouri, South Carolina, North Carolina"
2015-0399-USA,d8de001bcaade4e0cbf51401db0c2812,No,nat-hyd-flo-flo,No,No,Yes,,,,Km2,2015-07-24,2015-08-05,12,"Hillsborough, Pasco, Pinellas, Dixie, Taylor districts (Florida province)"
2015-0400-USA,e740ae8ab0030e865a2ce76ce71b894b,No,nat-met-sto-sev,No,No,No,,Hail,95.0,Kph,2015-08-02,2015-08-04,2,"Chicago, Lincolnwood towns (Cook district, Illinois province), Wood Dale town (DuPage district, Illinois province), Lancaster town (Coos district, New Hampshire province), Indiana, Ohio, Connecticut, Michigan, Massachusetts, Wisconsin, Rhode Island, Maine, New York provinces"
2015-0401-USA,c592e3669c174e02ffb7e5daa510233b,No,nat-cli-wil-wil,No,No,No,"High temperature, Ligthning",Pollution,,Km2,2015-08-13,2015-08-31,18,"California, Idaho, Montana, Oregon, Washington provinces"
2015-0421-USA,291538bc335d2f522603e8a6d9c2a056,No,nat-cli-wil-lan,No,No,Yes,"High tempertaures, gusty winds, dry soil, vast swathes of dried vegetation and brush",,,Km2,2015-09-13,2015-09-20,7,"Lake, Napa, Sonoma, Butte districts (California province)"
2015-0431-USA,2e9de337d05556b13e2f76eddd5f3228,No,nat-hyd-flo-fla,No,No,No,Torrentila rains,,,Km2,2015-09-14,2015-09-14,0,"Hildale town (Washington district, Utah province), Las Vegas town (Clark district, Nevada province)"
2015-0459-USA,4d2b5da126a94a0e640736e65c2e2423,No,nat-met-sto-tro,No,No,No,,Flood,,Kph,2015-10-01,2015-10-13,12,"South Carolina, North Carolina"
2015-0488-USA,9ba25b07fef19c89333d0a6617342d20,No,nat-met-sto-lig,No,No,No,,Flood|Hail,,Kph,2015-10-29,2015-11-03,5,"Austin, Houston districts (Texas province), Lousiana province"
2015-0531-USA,df3630cb5ab8488bce13bce2ecb439b4,No,nat-met-sto-bli,No,No,No,Heavy rain,Flood,,Kph,2015-11-25,2015-12-04,9,"Texas, Kansas, Oklahoma provinces"
2015-0558-USA,0230c7c34fff82f6bddeeacc0f229f89,No,nat-met-sto-tor,No,No,Yes,,Flood,,Kph,2015-12-26,2015-12-30,4,"Dallas, Ellis, Collin districts (Texas province), Mississippi, Tennessee, Arkansas, Alabama, Georgia, New Mexico, Missouri, Kentucky, Indiana, Oklahoma, Illinois provinces"
2015-0565-USA,b144a0dabd0a26e65509a0c992552b3e,No,nat-hyd-flo-flo,No,No,No,Heavy rains,Storm,,Km2,2015-12-15,2016-01-06,22,"Mississippi, Missouri, Kentucky, Tennessee, Arkansas, Alabama, Illinois, Indiana, Louisiana provinces"
2015-0613-USA,356ae48cdc6033c05b85ac981ae46611,No,nat-cli-wil-lan,No,No,No,,,,Km2,2015-09-09,2015-09-14,5,"Amador, Calaveras (California)"
2016-0010-USA,25fd72534368b3ba7457f54364ed5908,No,nat-met-sto-bli,No,No,Yes,,Snow/ice,,Kph,2016-01-23,2016-01-26,3,"Washington D.C. (District of Columbia district, District of Columbia province), New York, New Jersey, Pennsylvania, Maryland, Virginia, Tennessee, Kentucky, Delaware, West Virginia, Georgia, North Carolina provinces"
2016-0012-USA,b808220f16a0a699c35e6b7a775f6e58,No,nat-met-sto-sev,No,No,No,Pacific storm systems fueled by El Nino,"Flood|Slide (land, mud, snow, rock)",,Kph,2016-01-04,2016-01-08,4,"Ventura, Orange, San Diego, Los Angles districts (California province)"
2016-0051-USA,19a726817dc1e6d583ad8453d61bcc2f,No,nat-met-sto-bli,No,No,Yes,,Lightening,,Kph,2016-02-22,2016-02-25,3,"Alabama, Mississippi, Virginia, Connecticut, Florida, Georgia, Louisiana, Massachusetts, Maryland, North Carolina, New Jersey, New York, Pennsylvania, South Carolina, Texas"
2016-0085-USA,aae82698ac2cbb2f3901417ac3f6d921,No,nat-met-sto-sev,No,No,Yes,,Flood,,Kph,2016-03-04,2016-03-12,8,"California, Lousiana, Texas, Arkansas, Tennessee, Mississippi, Alabama, Oklahoma, Kentucky, Ohio provinces"
